3	813686	802912	802487	814429	803437	815505	804698	805766	812823	805116
3	812335	804567	803166	815008	802692	813582	804660	803335	813415	804643
3	814546	803171	803659	814689	804605	812513	803403	801614	813529	803560
3	810325	799296	799557	811628	801191	814371	803884	803811	814206	804190
3	809991	799117	799299	809600	801032	813662	802116	803139	812902	803231
3	812675	799061	799277	809596	800291	815967	805677	805082	812466	804814
3	809554	800676	801352	811059	800944	815185	803276	803696	813982	803184
3	809860	799659	798823	809104	799541	804422	804506	806018	813568	804754
3	814596	804121	805241	812343	804774	813280	804183	802744	815402	803374
3	811888	803203	805912	811974	802580	813735	805470	804615	814686	803617
3	813052	802952	802707	810730	803338	817380	807341	807178	816266	805943
3	813689	803136	804271	814651	804175	807359	804782	804922	814563	804577
3	817373	805852	806603	815420	805973	813447	804951	803995	814660	806504
3	814885	804771	803205	814692	805415	815590	806075	805959	816594	803974
3	814679	804623	803924	815734	805016	813747	804112	804074	803083	803774
3	815015	804726	804687	813106	805217	813351	805752	803628	814899	804140
3	814360	804480	804004	813125	805717	814583	803864	804631	812713	804537
3	816542	807343	806995	815464	806928	807087	805248	805578	814828	803766
3	815946	805055	804916	815151	804365	815785	806352	805109	815860	805695
3	814192	806726	805362	816550	804733	817532	805285	805862	817992	804893
3	815978	802547	803095	812393	803601	802840	804243	803712	813312	802148
3	811328	806240	803751	813347	803070	816373	806698	805137	814876	806324
3	812782	804568	805218	813539	804851	815115	804615	805147	813831	805828
3	817015	804763	803073	813603	803022	814141	804332	803545	812067	803217
3	814101	803184	803177	813096	803849	813386	805506	803957	814195	801689
3	815322	804299	803049	813260	804545	811776	802675	803060	801975	803907
3	812868	804336	803800	813902	803559	815002	804174	804549	804610	805179
3	815469	805463	805464	818103	803844	811266	802592	802968	814965	803357
3	814193	804092	804446	815253	804737	816171	805130	804540	804410	804399
3	815240	804788	804127	815331	803523	815306	804572	804414	811415	803814
3	813958	804512	803567	815947	803669	815379	803677	805346	814912	804404
3	816109	803942	804542	814468	805388	816395	805069	806267	816658	804073
3	813923	803933	805113	815192	805004	804697	804743	805309	804338	804697
3	814228	803372	804841	813935	802298	818141	806678	807330	815542	805589
3	815023	803976	804609	814535	803486	815862	804073	804365	815794	804863
3	816949	805697	802953	817186	804451	816036	804848	803853	815194	804196
3	813678	802754	803503	814285	803376	814902	805288	805191	816162	805472
3	815293	803448	802799	815208	803928	813129	805682	804830	816174	805951
3	816675	806178	806266	816166	806274	814770	804376	805573	813192	803799
