85.55	820142	828866	803782	802922	803190	822378	804574	803922	805431	803517
85.55	822177	831916	803851	803556	804026	822039	829873	803414	804172	804099
85.55	823347	830795	804042	803674	804539	822001	804911	807406	804952	804771
85.55	820115	828718	803820	805355	804888	821788	827874	803846	804517	804121
85.55	822361	830283	803719	804341	803530	820857	831343	805742	806254	803364
85.55	818827	824344	803906	805020	803976	820938	826020	804464	806231	804836
85.55	818424	824594	804942	805074	803602	816986	819082	802991	805069	804429
85.55	816402	822610	803140	804396	805031	812548	816693	801709	802119	801819
85.55	811214	815791	801951	805161	804155	815838	818766	806173	804696	805619
85.55	813508	816329	801968	802776	802555	812026	816648	803010	802723	803788
85.55	812714	819617	804335	805579	805191	815591	818727	803634	804038	802627
85.55	816040	817026	806004	805778	805458	815338	821535	806205	807085	806123
85.55	815967	819488	804652	806916	804005	815227	819490	805029	805368	805232
85.55	814082	819987	804272	804412	803522	815430	821060	804924	805871	805105
85.55	811461	817697	803077	802952	803283	815432	817539	803869	804613	802878
85.55	810642	816030	799149	801115	800617	812330	820552	803420	804357	802743
85.55	817187	822167	805949	806316	805324	816074	818925	804151	803443	803446
85.55	817130	821529	803551	803564	804542	812252	805255	803282	806228	804064
85.55	813687	815920	801787	801968	802199	816755	816434	804281	803125	804413
85.55	817863	821287	804882	804930	806253	813213	818228	802978	803509	804287
85.55	812645	818677	802822	802839	804243	814576	816600	803127	803362	802929
85.55	813637	818516	803702	803172	806231	815887	818382	805246	804667	803552
85.55	811369	816077	803036	802860	803416	814989	819014	804478	804130	803916
85.55	817128	817744	803970	804752	805146	814721	820512	804260	804970	803290
85.55	814394	817254	803643	803400	804245	817547	819491	804104	805286	804841
85.55	814166	818985	805609	803461	804135	813177	819050	803774	803890	805451
85.55	815381	821193	807267	805673	804165	812661	816706	804028	803640	804005
85.55	813753	819036	805685	805358	805066	811590	817595	803369	802756	803062
85.55	813082	817679	802719	802734	802864	813543	818433	802418	804160	803578
85.55	818824	820432	804628	804206	805758	815651	818204	802364	803949	803569
85.55	810347	815456	801101	801780	801843	814701	805760	804938	804139	804119
85.55	815422	819254	804773	805453	804939	814258	817165	803292	802364	803017
85.55	816569	819968	804907	805126	804090	816283	820445	805142	805761	804399
85.55	814158	819559	804537	804791	803606	814659	819376	804623	806555	805092
85.55	816881	818918	804921	804641	803977	815956	803356	803753	804898	805120
85.55	815749	818816	804629	805142	805703	806545	805397	805458	804618	805570
85.55	812803	818905	804084	804203	803968	814821	820029	804073	805385	803836
85.55	816311	818276	804871	804388	805408	815053	818846	803541	804946	804495
85.55	811388	816004	800846	802041	801572	814373	803346	803873	802800	802952
85.55	818265	819881	806395	805293	805618	815829	819552	805058	803776	804032
85.55	813408	821864	803871	804674	804160	816334	821746	803515	805186	804968
85.55	814821	819281	803626	804962	804335	814505	820924	804929	804733	804580
85.55	813472	820139	802940	803273	804160	814997	817188	802056	802779	802042
85.55	816832	819055	805434	804751	804429	813264	817145	804269	804509	804157
85.55	814896	818419	803977	805315	802932	814553	802837	803951	803105	802926
85.55	816784	819527	804718	806006	804593	813790	820285	802809	803648	803585
85.55	818058	819572	804302	804093	805786	814832	802906	803420	802527	803313
85.55	809557	817164	802546	802076	802064	816109	818627	805329	804383	804600
85.55	816237	821527	805515	806049	806037	803766	815720	801794	803836	802657
