3	818479	804497	822645	806191	804415	820832	804628	805277	804769	805548
3	820453	805234	820330	805032	805301	823365	806243	821815	806056	804256
3	820186	805897	820346	805620	804984	819697	802752	816667	802623	802202
3	821496	804900	821715	804318	804948	821234	806174	821124	806832	805363
3	822366	805822	819040	803953	805306	820111	805281	820362	804402	805385
3	821877	805382	820858	805162	805466	818129	805379	820593	803937	803239
3	818849	807188	819223	805029	804834	820343	804788	817883	803990	804463
3	818365	804371	819830	804641	804968	819048	803666	818690	805790	804307
3	819825	803814	820142	804290	804059	817851	805908	820348	803692	804395
3	820074	803036	818914	802804	802654	804275	805241	820731	805049	805510
3	819025	803361	818389	804444	805094	821980	805496	817498	804388	804564
3	818945	805073	818892	805219	804086	821328	805736	820668	803118	805928
3	819262	804376	819079	804622	804044	818598	805780	820056	805140	806828
3	819197	804576	818790	803068	804750	806510	804826	818084	805268	804830
3	819100	806166	820677	805441	806585	805917	805655	819359	804233	807011
3	817912	805657	818555	805128	804159	819575	805939	820058	806719	806550
3	817492	803414	818441	803437	803625	816650	805125	818887	805834	805209
3	815759	802665	817400	803383	803291	804442	802824	802662	802935	803755
3	815233	799085	813733	799306	800276	818608	804893	804553	805076	805637
3	819552	802283	817259	802442	801709	816488	802450	820231	803062	802564
3	820389	803498	818378	806056	804954	821691	804675	818847	805485	805794
3	817858	802854	819236	803814	804695	820223	804559	805344	804209	806190
3	821520	806395	821642	805860	806372	818644	803790	821484	803444	804590
3	815128	800011	816424	800551	799913	818627	802576	819911	802815	803604
3	814524	799517	818399	800431	800018	820844	805855	820558	804850	806897
3	820614	804907	824151	804193	805270	818440	802121	818237	802539	803421
3	821289	805571	817975	804388	805088	820008	805520	818542	805011	804686
3	821237	805610	820671	806896	804661	818943	805200	820887	805537	806026
3	821375	806433	820988	805743	806348	823721	805231	804985	805106	804144
3	819148	802245	817735	802122	803973	819236	804610	819277	805420	804242
3	821608	806863	821148	808464	806246	806561	805929	820669	807063	806546
3	821206	804531	820649	804125	802581	816892	804933	819864	806500	804402
