85.5	821486	807556	830088	825855	827067	824647	806553	823009	807278	825095	824760	822642	822730	807331
85.5	820577	806694	833714	830218	826114	822242	807129	821463	805814	827709	829342	826867	825228	806188
85.5	821253	806000	828573	827558	827998	824352	805641	821675	806299	826852	829082	825376	823633	804828
85.5	824419	805480	829472	823523	823898	820501	804181	822052	806474	829416	829745	824610	825801	805266
85.5	820623	804197	828749	827215	824978	821241	804798	817651	804653	829363	825154	825746	824081	803208
85.5	818965	803576	825125	824726	823843	823266	803012	820870	805987	831328	826566	825606	822165	805643
85.5	822005	806167	826307	824881	824634	823047	803704	823705	804072	825959	830251	827046	824435	805046
85.5	819950	805240	828502	828305	827329	823592	804507	818434	805651	825871	827089	821193	823378	802915
85.5	820002	805226	828781	825485	822608	824081	804673	817885	802725	828804	829099	826881	824236	805281
85.5	822850	807043	831176	828093	828554	823615	805034	821852	804906	833459	826818	826634	821215	804206
85.5	819011	804917	829299	824536	828423	820898	803595	822271	803259	826916	823617	823273	819118	803393
85.5	818881	805334	830740	828968	822446	823301	805570	821598	804591	829985	825896	822489	823633	804370
85.5	823508	805322	831222	827503	824567	825446	805991	819478	805716	828476	827271	824779	821533	805565
85.5	819719	802481	828007	825752	822775	819572	801644	822944	806377	829861	828659	831389	822175	806257
85.5	822786	806226	828155	830300	829895	823817	806538	821054	804483	828725	831512	828905	823611	806649
85.5	822594	806532	829026	830758	825274	821919	805427	818796	803796	826509	827855	826144	823553	804787
85.5	820957	807176	828886	828631	827074	827010	807768	821167	806133	826502	827484	826087	820605	807298
85.5	821306	806985	832597	827509	827453	822256	805148	823092	805200	830676	823608	824946	824929	805047
85.5	820252	805445	831991	826682	825041	822997	804232	820358	804983	826432	827036	826089	822615	805474
85.5	818693	802964	826893	828995	821112	823456	803448	820468	805757	831988	825760	824694	821740	805016
85.5	824555	807394	830903	827269	826306	826449	805428	820087	805811	827005	829362	826404	822597	804555
85.5	819734	804193	826949	823668	821970	824828	804369	821650	813731	825805	829785	825947	825665	806463
85.5	820669	805279	825271	827351	825307	822101	803415	821821	803600	830345	824676	827819	821549	804309
85.5	824335	805885	828546	826417	823839	823260	805260	816481	805351	821483	819858	818110	817609	804860
85.5	811776	804222	814087	812988	810609	812212	805347	820034	807892	830643	824183	821750	818851	806462
85.5	819337	806669	831771	831182	825462	823862	804817	822312	806081	833029	828064	828774	824019	806486
85.5	822436	806440	832241	830704	827905	826318	808195	824430	809938	833402	828690	826707	826147	807562
85.5	824397	807869	832153	832761	828386	825772	807630	819209	806153	828236	829145	826193	823426	804787
85.5	827086	808128	836217	828262	828234	825842	806117	819330	804338	829437	828837	824493	820909	804585
85.5	820694	804383	829471	828871	826460	825438	807154	822219	807804	830503	831845	828948	825143	804758
85.5	819879	804811	833041	830061	827368	823895	804809	820425	807071	832569	829694	828061	824965	807193
85.5	825136	806752	832581	829281	827730	824470	807461	817484	805746	830470	828333	825948	822380	806189
85.5	822744	804070	833862	828004	825710	822095	805058	824717	806441	833353	829717	826267	824705	806027
85.5	823510	805474	829696	827545	829397	821588	804544	819443	805481	832365	828870	829139	826374	805626
85.5	821728	804291	831353	826883	826219	823679	805748	823507	804149	829616	829650	826426	822120	804619
85.5	823309	806391	830884	831827	828043	824680	807120	820361	805687	833827	830247	826394	827601	804933
85.5	823465	805088	827037	828543	825541	822527	804925	821504	805557	831747	830192	827477	824081	804954
85.5	822054	805228	831341	831583	825501	824386	805830	819587	807190	831619	829949	828275	822945	806735
85.5	819100	806326	835546	833960	826662	824210	807233	822543	804611	831648	831547	826949	824974	804681
85.5	822686	806914	834013	829815	827611	823888	806769	822090	805416	832060	829361	829102	825621	806523
85.5	819239	803430	832647	829458	827641	824986	804894	821881	804674	833113	830832	827391	823112	806196
85.5	822443	806835	830920	831549	829755	823667	805703	820795	806079	831982	830036	826961	826330	804865
85.5	823904	807520	831312	830791	828312	825218	804486	823811	807843	834364	831467	828681	826350	806207
85.5	821391	805628	834538	826132	827004	824095	805545	820165	807135	834479	830392	826090	826742	804826
85.5	821918	806145	832868	830228	827304	827294	806818	825588	808419	832442	828775	828826	824767	807472
85.5	821169	806322	831455	832312	830387	825295	806799	821177	802535	827498	827414	826167	827751	803937
85.5	819281	805425	830265	827919	826885	826453	804047	818397	805404	832979	828916	825809	820603	804157
85.5	821395	804273	827581	827066	825147	824799	804240	818913	805927	830836	828536	829238	826015	803172
85.5	820865	804571	833788	831085	828805	825655	805804	819356	804834	830113	828606	828636	824812	805717
85.5	819293	805157	832724	831573	825066	825805	803930	822663	804715	831573	828386	830059	821006	805152
85.5	824447	806408	831247	833098	829298	823375	805246	822077	806431	831885	832314	830188	826000	805104
85.5	825008	807251	832980	832301	827706	824828	805835	822929	805925	833280	830048	828666	825013	804836
85.5	818658	805227	832542	830042	829541	823026	806055	822852	805847	831341	832451	826957	824808	805651
85.5	821154	806124	831383	829840	829340	824497	805871	822256	806258	833467	829761	826388	822121	806148
85.5	820744	807132	832575	830883	827977	823972	806227	824556	806048	832252	829604	831530	823249	806288
85.5	821139	806650	833015	834257	830403	827290	806463	819946	807741	834887	832779	826246	826452	807932
85.5	820047	806335	828620	828960	827494	822599	805001	823228	805395	831797	830375	825510	824714	804574
85.5	822208	804899	830644	830270	828102	822001	804871	824352	806915	831320	827493	826267	825109	807306
85.5	824801	805120	831736	828739	825964	824542	806199	824239	804560	828911	834827	827121	822873	807484
85.5	820464	805130	835210	829770	827862	825472	805630	828984	807427	833998	834628	829086	824466	809127
85.5	823459	805112	831382	825813	826005	822459	806359	824495	805262	829698	827049	823857	820571	805532
85.5	822524	804503	832119	828562	825488	824752	805661	823637	807468	830968	829868	828160	823647	805820
85.5	822711	806915	832800	829072	827851	825481	805160	824308	806052	831355	830290	826478	824095	803647
85.5	822701	805386	830338	830040	826860	824848	805010	818140	802574	832721	829561	824676	822335	802182
85.5	820456	801420	828653	828637	822950	817514	802838	823803	808361	837148	831786	829016	826526	805513
85.5	821678	804684	832234	830443	831381	824317	805535	823707	804934	833204	829503	824345	824938	804280
85.5	821212	803594	830092	827699	825884	823432	803425	822756	806184	835009	828347	828236	826179	805222
85.5	821209	805944	829630	828840	826855	823116	804752	819552	805268	833135	831331	825033	824327	804235
85.5	825018	808077	835217	832925	828487	825770	806216	820665	804215	831393	829500	829913	821818	805293
85.5	819928	804599	832291	829736	826522	825387	804891	823696	807067	833870	832877	827710	826273	805306
85.5	822003	805995	834930	832430	829909	823637	807548	819449	806386	833743	832904	827178	823871	805756
85.5	823879	806102	834382	831128	828038	825523	807756	824741	806731	830562	832648	830382	825991	806124
85.5	824464	807096	837611	833133	827399	825185	805538	822973	806081	833955	832298	828317	826590	805891
85.5	821844	804505	827814	830418	826377	822473	804559	823186	803161	832611	829736	827637	822545	805764
85.5	822268	804895	828448	828848	824482	825956	805413	823070	805726	835218	832250	826287	822587	804099
85.5	823817	807056	831413	829525	827918	827893	806494	822780	807425	832724	831642	831879	825918	806285
85.5	821367	804294	834737	828203	829033	823569	805676	824037	806026	832544	831525	828301	824402	805235
85.5	822097	802804	831133	824929	824882	824204	805051	823500	808160	833528	835114	819000	826944	808250
85.5	820482	802754	834482	828515	824698	826926	802537	824571	807731	831571	832272	829575	827766	806371
85.5	821770	803865	833460	831184	829991	826447	804462	823272	807228	827880	832687	828100	828561	806401
85.5	822789	804037	835804	830899	827645	820443	805080	825252	806037	831884	829642	827131	824858	805247
85.5	823148	806324	836815	831567	829598	825864	806801	825903	806634	832259	828456	827291	822581	804748
85.5	823909	806654	834514	832002	832686	828623	805890	826337	806458	832142	832330	828511	824893	805953
85.5	823297	803866	830734	829307	827193	826738	803563	819321	806672	833575	830031	825880	825092	804952
85.5	821463	804867	833367	829129	827452	823010	806495	820840	806482	830360	832096	825391	824815	806036
85.5	822296	805021	835120	830792	823791	822395	805704	824598	807293	832815	827526	830735	826216	805204
85.5	822003	804387	832286	828192	826784	826574	804629	823255	804922	834461	834550	826921	822297	805334
85.5	824284	807582	835618	831942	830524	825802	805527	822436	804589	833401	829285	828917	825172	803999
85.5	821997	808138	836120	830824	829101	825683	807516	825077	805735	834547	832428	827613	828062	807248
85.5	823448	805883	833270	830346	830882	823331	803321	821673	805041	833973	829240	828229	827393	805643
85.5	820491	804970	833533	830956	828772	822982	803858	824118	807689	836080	833347	828124	826591	808452
85.5	819758	805947	832098	829271	834757	825548	805096	824788	805300	837208	833103	828077	824819	805649
85.5	818220	801219	832317	827865	827098	820681	803108	820879	807072	837088	831182	829307	827814	805079
85.5	826302	807502	835875	833079	831613	828818	807381	822553	802575	831580	831278	826207	824198	803095
85.5	825207	805095	833345	831413	829519	825593	805773	819251	803099	833154	829821	828137	823941	804071
85.5	823660	807019	835229	832650	827505	830774	805618	820878	806052	837970	829319	828367	826520	806095
85.5	821819	805402	830230	831131	827401	824139	804869	819578	804025	832297	835216	826991	821543	805232
85.5	823833	806003	833639	832717	831073	827290	806698	821523	807163	832954	833049	831689	826708	807393
85.5	822315	803780	832500	827812	825404	823092	803304	824267	807720	833204	830546	828423	824878	806979
85.5	823592	808550	833834	830664	829182	823825	807442	824436	805350	833629	829736	827847	824728	805338
85.51	822661	804990	830371	830275	831750	829268	805696	820810	803660	833795	832456	825834	825436	804531
85.51	823129	805888	832340	833364	830333	824463	804101	823778	805670	837120	832826	829224	827117	805984
85.51	824394	805690	832077	834984	825877	827718	806157	823369	806495	831973	830129	827361	828655	804021
85.51	823445	808265	832442	833785	831266	828037	805855	820047	806409	833599	831861	833361	827854	805388
85.51	820936	804364	833599	828764	827138	827382	804872	821557	806833	834175	833485	827359	820895	804238
85.51	827410	807635	837962	831992	828346	826960	806926	823195	807427	836932	834063	828826	823752	805686
85.51	820913	804820	835929	832606	828417	826087	805078	821071	806340	834217	832861	830080	825806	807657
85.51	824027	808030	837425	830825	826328	824740	805780	825948	807067	834048	831236	829900	829145	806178
85.51	823181	806479	835363	832816	829857	828187	804866	824534	806306	832277	832141	824873	825292	806528
85.51	822896	804449	834223	831691	828051	824410	806346	823815	806569	834916	835784	832719	826176	807579
85.51	824863	804515	834195	830690	829554	827124	804432	823249	804097	832179	831220	828519	823265	804489
85.51	823484	804629	831750	831168	831058	825638	803454	822527	806311	835199	831498	830972	825323	804280
85.51	826629	808588	836216	832558	831426	826497	806626	820466	807139	834881	831769	831389	827045	804599
85.51	822108	802494	830276	830214	827171	821819	802726	827422	806252	837557	829080	826196	828705	805480
85.51	820722	804806	837156	831270	833159	825254	805126	818589	803303	830687	830687	828372	825222	802534
85.51	821979	804530	834204	832439	827858	827542	806461	824762	807192	837313	831908	828922	826929	806084
85.51	823702	804770	834564	829357	832354	827940	804390	823394	806389	833930	831178	831518	824751	805780
85.51	824226	807252	832847	828844	828976	824406	806783	823552	807543	834262	831909	830252	826037	807114
85.51	823264	806244	835594	830847	830846	826322	805556	822336	804635	835884	831212	831354	827459	804312
85.51	826309	806961	836522	835398	832168	826767	807455	826448	806529	835297	831414	831441	826855	804994
85.51	823215	806613	834972	833605	830928	829550	805854	823645	804182	835117	832257	831962	827684	803680
85.51	824088	805672	836828	831836	832788	826414	805919	823077	805770	836692	832899	828462	826291	804770
85.51	822200	806402	833374	832989	831459	826591	805196	823297	804649	832515	831308	831811	826185	804813
85.51	824402	807053	834440	833175	831870	824384	806469	823287	804289	836884	830907	830576	824958	805386
85.51	823673	807503	836305	832950	828741	826654	806604	821425	804150	836426	831653	828271	824398	805306
85.51	822480	803046	835308	828075	832204	822299	804556	820480	804732	835071	832027	831414	825354	804066
85.51	823444	804049	832535	835451	828776	828158	803297	822658	805208	837133	833040	826979	824794	804705
85.51	823587	802322	835152	832845	826360	820316	802145	825118	805323	835813	834277	832295	827723	806812
85.51	824409	804401	835327	836557	829537	831544	805379	824975	807926	838095	836841	830145	829404	805581
85.51	822911	803639	836403	831926	831531	824134	803588	825253	806542	833661	832797	831970	827438	805891
85.51	822195	806658	831403	830936	831412	829427	804767	825409	807093	834461	832566	832406	828364	806671
85.51	824809	806031	839583	836105	830727	827811	807412	824776	810106	836356	834329	830619	831507	806405
85.51	823044	806523	836019	835050	832064	828657	805432	824726	807484	832463	828852	829711	828769	804246
85.51	827131	806152	835343	829866	832268	827016	805433	829601	808598	837228	833471	833291	826734	805426
85.51	824059	808249	835624	833659	833053	827409	806958	821799	805258	836610	836966	832223	827231	806322
85.51	823418	806180	838211	834748	835470	830677	806096	823476	806891	835797	834112	831042	830576	805373
85.51	826721	807290	833379	834661	828877	826000	805090	824416	807562	837791	838735	832834	827161	807893
85.51	826843	805822	839828	835846	830513	827185	806151	825164	805790	835754	831735	829107	826940	805535
85.51	822711	804775	836779	831795	830435	827541	803996	822508	804726	836138	833459	829096	829711	805561
85.51	823656	806481	835582	833547	832561	827551	805475	823183	806285	838678	833173	830229	827594	806540
85.51	824329	806273	835806	834679	831325	831429	806406	824880	806053	835901	836794	832803	829483	806097
85.51	825891	808471	839877	838853	835647	826428	806865	826219	806544	837580	833505	830517	827498	806198
85.51	828163	806903	834797	834668	832782	827111	805703	824345	805704	833285	831544	830294	823058	806399
85.51	825698	803977	836334	833448	830937	825481	804166	825524	804671	834528	832957	830429	829259	806172
85.51	824249	802636	831411	832875	829909	827604	804241	825091	805269	837951	834435	829961	826174	805202
85.51	824340	805695	834160	832921	828355	827655	804984	827469	805962	835037	834328	832086	830587	804851
85.51	823005	806575	837794	833882	831542	824901	804867	828452	805039	837376	832191	832974	825975	806397
85.51	827549	806759	839827	830344	831445	824998	804051	824696	808214	837656	832025	831005	827749	806336
85.51	829047	806445	835987	832775	834581	827489	806991	824661	804204	832590	832701	831333	826435	805197
85.51	823074	805964	833892	833694	831310	826686	805837	825569	806435	835402	830549	829518	824473	804014
85.51	826225	806831	835842	833111	830074	829574	805181	825010	807901	836979	834380	832483	831395	806923
85.51	824671	805788	835203	835372	832334	825778	806910	826545	805402	835529	833368	830321	826365	803297
85.51	822717	805387	834458	831826	830657	829182	806114	825027	806670	840417	837853	831555	829412	806095
85.51	825208	806165	837808	831394	833837	827397	805890	825211	806427	834673	834803	834320	828223	804923
85.51	825598	805642	836887	833921	831247	827636	807618	824636	805037	835139	834737	833521	829865	805690
85.51	827471	808849	840235	836703	834312	831235	808554	826300	804181	835598	828371	829085	828320	805059
85.51	825691	805090	834759	833828	831027	825850	804203	824485	807831	834895	836312	835847	826886	805543
85.51	826443	805385	833342	834255	830158	828147	805159	825254	807477	838527	833845	832867	824732	806642
85.51	823177	806521	836259	832055	829348	826457	805352	825930	807049	834655	832790	829231	827109	805405
85.51	825589	803572	831665	832054	825986	828918	803904	825725	803113	829764	831057	831386	825664	803973
85.51	825542	803984	836229	832425	829236	828930	806004	826066	807818	838754	830619	833472	831702	804887
85.51	826501	807869	840666	835949	833462	831564	808170	823940	805924	834771	832119	827815	829877	803714
85.51	822971	806432	839360	833630	835637	827043	806404	824010	806051	835377	837483	832007	828991	805209
85.51	825158	805052	833806	833907	832456	826321	804374	823442	804441	838409	836929	832072	824447	804703
85.51	824701	806120	837567	834919	827300	825274	807768	825261	807157	838112	832937	831741	829112	806841
85.51	827508	806974	838499	837307	833058	829107	809008	829119	806989	840922	835587	833559	830529	806904
85.51	825193	805405	837580	834220	831649	831059	804674	827577	804593	836225	834561	829273	828163	803551
85.51	826216	804942	836774	834539	832065	829274	806373	828484	804871	836724	834290	831979	828994	807178
85.51	826498	806151	837930	835368	830233	827711	804315	826804	807210	838806	835595	829134	830463	807517
85.51	825593	804814	836164	832651	831807	826083	805990	826385	807054	838119	833904	834366	831724	806519
85.51	827397	806017	837510	833131	834271	828765	806670	829200	805809	836807	835059	832795	828505	805925
85.51	829219	808285	835803	836083	830477	829588	807186	822997	803082	834923	828522	826926	825792	804736
85.51	823743	804897	840749	833485	833235	826590	805541	827491	808602	837280	832850	835187	830005	808253
85.51	822248	805641	839689	833762	831643	828276	804957	827162	805267	831464	833295	827991	828591	806344
85.51	825862	804709	834077	830596	836079	825674	805704	824749	806435	835556	834790	833200	828158	803635
85.51	823067	803606	836082	832914	832543	827207	804283	823267	805828	835285	831595	828878	826564	803715
85.51	824008	803767	834066	830868	830447	826906	803391	829674	806983	838647	836628	830668	830865	807596
85.51	825210	806277	837769	835611	830299	828479	805270	826907	805623	835882	835300	837102	831067	806144
85.51	826584	803092	835052	833474	829192	825901	804261	824836	806415	835375	832256	833298	831576	805823
85.51	821787	804026	834088	827279	827442	826970	803548	827216	807455	835650	832404	829406	827325	806221
85.51	823560	803923	833697	834070	828619	827872	805522	826264	806589	838346	835479	828997	828995	806809
