runs = 200.000000 pow = 0.000000 Bfield = 2.600000 SPAOM Freq = 85.435000 DPAOM = 96 MHz
0.000	1.000
3.000	0.905
6.000	0.615
9.000	0.370
12.000	0.235
15.000	0.250
18.000	0.435
21.000	0.730
24.000	0.890
27.000	0.930
30.000	0.770
33.000	0.570
36.000	0.370
39.000	0.275
42.000	0.365
45.000	0.485
48.000	0.710
51.000	0.865
54.000	0.825
57.000	0.710
60.000	0.490
63.000	0.425
66.000	0.335
69.000	0.460
72.000	0.580
75.000	0.685
78.000	0.780
81.000	0.720
84.000	0.595
87.000	0.415
90.000	0.415
93.000	0.505
96.000	0.605
99.000	0.700
102.000	0.745
105.000	0.765
