runs = 200.000000 pow = 0.000000 Bfield = 2.600000 SPAOM Freq = 85.435000 DPAOM = 96 MHz
0.000	0.915
3.000	0.815
6.000	0.655
9.000	0.365
12.000	0.295
15.000	0.395
18.000	0.555
21.000	0.760
24.000	0.930
27.000	0.880
30.000	0.700
33.000	0.535
36.000	0.300
39.000	0.360
42.000	0.485
45.000	0.735
48.000	0.840
51.000	0.810
54.000	0.665
57.000	0.620
60.000	0.445
63.000	0.360
66.000	0.510
69.000	0.665
72.000	0.725
75.000	0.800
78.000	0.770
81.000	0.600
84.000	0.525
87.000	0.495
90.000	0.510
93.000	0.640
96.000	0.600
99.000	0.745
102.000	0.700
105.000	0.610
108.000	0.565
111.000	0.545
114.000	0.555
117.000	0.595
120.000	0.615
123.000	0.715
126.000	0.695
129.000	0.655
132.000	0.590
135.000	0.625
138.000	0.595
141.000	0.625
144.000	0.680
147.000	0.685
150.000	0.645
