85.5	802840	823611	827713	823583	823103	820677	803352	806386	826355	824057	823273	822544	823932	805636
85.5	803727	821396	823351	821374	816125	815609	801981	806501	826739	828160	827113	825612	821406	804285
85.5	802500	822439	825580	820736	819553	821174	801823	806163	824973	824660	824815	825625	823644	805153
85.5	805984	825674	829439	825589	825384	822988	804957	804781	826528	832902	827545	826826	821840	807076
85.5	805276	826167	825366	824987	825115	823082	805404	804667	826254	826448	823558	824826	823816	804949
85.5	802867	824900	824205	824847	820873	822745	804405	805882	825773	828944	824785	824784	824575	805912
85.5	804721	821651	826236	824043	822704	821907	804689	806373	823267	828804	825530	823777	826063	807198
85.5	805392	826885	828345	826764	824632	820603	804069	804311	828449	826936	825334	824429	821467	804677
85.5	806012	826046	827939	828808	824593	825199	805751	805941	826220	826328	825300	826480	823448	805719
85.5	804366	823573	827553	823522	821180	820161	805753	805293	830143	829128	829454	826651	822019	806048
85.5	804740	827455	827154	824678	826354	822350	804563	806991	827224	828972	829482	824475	826718	806197
85.5	803569	825611	825910	821875	824240	823261	804426	806817	829973	831130	828836	826133	825399	808372
85.5	803655	824093	824274	821651	820952	820331	803115	805900	827089	827547	824921	824806	824677	806494
85.5	807572	826145	827067	826025	826664	824101	806584	806306	823845	826624	826034	823405	821513	804705
85.5	804588	827528	826020	824522	820871	820960	804798	805880	824209	826610	824267	821207	821611	805776
85.5	805082	824227	826585	823552	821738	822760	806136	803827	822528	826470	823943	823027	819090	805454
85.5	805862	819503	822011	820286	817738	816848	805919	805683	822731	824092	819657	820091	820327	806631
85.5	804139	823304	823915	822120	820820	819590	804176	805102	820368	822762	821757	822253	817844	803315
85.5	804851	819467	819469	822094	821352	817190	803927	804983	819532	820833	821200	818700	818890	804121
85.5	803892	819936	823830	819446	817702	818680	803753	807692	827943	824988	824499	823687	816940	806880
85.5	805447	822471	822245	822448	820353	819379	805132	805894	822913	829439	821241	822884	819711	805466
85.5	804963	822993	823843	822592	821697	819397	806302	803803	822504	826815	822222	820460	819885	805155
85.5	805136	822468	825607	824139	823304	821580	805521	804604	823063	825704	822923	819123	820818	804579
