3	818574	817780	805270	804528	804669	802153	813457	803452	802536	803527
3	810645	810484	801347	799803	799464	813590	810500	799078	799870	799670
3	817197	814057	800491	800952	801058	814394	812523	802146	803726	803457
3	814578	816115	802387	801655	803265	806412	816452	804577	804851	804602
3	813892	812606	798674	798558	798935	813839	814973	803221	803261	804197
3	817066	815441	801596	802499	802356	817431	814833	802767	805303	803625
3	814452	812037	800314	801320	800806	814049	802848	802051	801732	802293
3	812277	810423	800698	801369	800485	816520	813790	801376	801675	802017
3	814917	811880	803190	803243	801587	816219	816513	804119	802871	805728
3	814219	810925	799646	800897	799905	817127	814103	804175	803789	802899
3	814469	812081	801991	802466	800552	818853	815534	805671	805917	804310
3	810466	806826	797356	797202	797767	815824	814843	803054	802867	803377
3	813924	811504	801994	803156	801458	818661	815228	804620	805016	803843
3	813781	811779	801602	800547	800306	816681	814039	802968	801393	802625
3	813224	811837	800175	802132	800581	816721	817342	803790	803856	804431
3	810961	808692	798718	799836	798243	815644	814058	804150	803996	803630
3	812353	811976	800507	800874	799015	819505	813751	803141	803309	802925
3	812537	810315	800159	801580	799302	815190	813440	804253	802690	804173
3	815217	810909	801573	802889	802861	815195	805603	802611	803752	803727
3	814658	810153	800715	800921	800462	815352	803906	802430	804143	804076
3	813749	813338	802424	800707	801579	815492	816702	803971	802044	802431
3	811537	813959	802289	800143	801117	812946	801688	801311	801548	801115
3	816078	813562	802155	802710	802026	816415	814355	803510	803833	803247
3	814583	812236	800865	799716	802560	817073	802904	803915	802341	802996
3	812691	812747	800641	799538	799850	818317	804100	803437	804997	803395
3	814242	812441	802067	802940	801396	816554	813458	802555	801652	802924
3	813827	812133	800870	801042	799715	815532	802268	801989	801287	801701
3	811030	810488	799754	797951	798673	816222	813921	801587	801804	802379
3	815101	812664	802493	801751	800814	816681	814798	802493	802066	802864
3	813990	814672	801434	803166	802977	816942	813763	803139	803181	802958
3	814384	814165	801568	803431	803538	816662	815492	801629	802686	801840
3	816298	813040	803511	803165	802515	815389	803993	803909	803354	803118
3	812030	810969	799646	799715	798512	816623	814811	803963	804206	803736
3	815310	811824	800676	800021	800629	817251	813236	803188	802934	802659
3	815749	811186	802444	803520	801065	814344	816019	803607	802792	802284
3	812480	810765	800151	799702	799777	816895	803303	803832	802587	802734
3	813024	812035	800688	799354	799792	814317	814946	803722	802340	801662
3	810940	813794	800539	800736	802096	813929	803400	802931	803874	801302
3	815967	813140	802232	801966	803030	819356	816908	805301	805047	803795
3	815532	813655	802352	802169	801786	818560	815408	804830	803290	804318
3	814809	813375	800834	801161	801398	815131	813717	803492	804406	802928
3	812647	813669	801306	800643	801101	817228	815748	803566	805435	804210
3	811710	810740	800364	801004	800183	815818	814601	802385	802571	802766
3	814234	813346	801043	802096	800099	818484	814715	803232	801936	802402
3	814916	813685	801030	802502	801461	815345	814552	803199	802825	802368
3	816540	813043	801723	800995	801219	802557	813469	801893	802797	801970
3	818864	813031	803856	803091	803083	816506	803967	802096	802503	802722
3	812701	809895	799870	799873	799775	815490	816641	803947	803659	801969
3	814978	814934	802219	803201	803072	815260	815538	803895	803405	802382
3	811695	811377	800996	802312	800641	813322	814476	803609	802222	803951
3	811693	810431	798901	799606	798433	817426	811331	803104	802381	803044
3	810478	812345	799091	798574	798794	811633	814024	802688	800742	802844
3	812978	812880	802172	801615	801359	816791	814807	802422	803681	802259
3	812229	813867	801318	801297	800709	816102	815803	803567	802775	802881
3	812093	809098	798690	798583	799441	817127	814548	804737	804273	804721
3	815586	814769	802811	802563	801752	817965	805370	804975	804364	804020
3	815435	814933	802747	802350	801432	814595	814291	802499	803145	802472
3	810427	810676	799445	798942	799025	815381	813602	802619	803517	803988
