0	0.296111
0.0001	0.306306
0.0002	0.315891
0.0003	0.324648
0.0004	0.33257
0.0005	0.339768
0.0006	0.34638
0.0007	0.352525
0.0008	0.358292
0.0009	0.363743
0.001	0.368919
0.0011	0.373853
0.0012	0.378566
0.0013	0.383076
0.0014	0.387398
0.0015	0.391544
0.0016	0.395525
0.0017	0.399351
0.0018	0.403032
0.0019	0.406575
0.002	0.409987
0.0021	0.413276
0.0022	0.416448
0.0023	0.419509
0.0024	0.422465
0.0025	0.42532
0.0026	0.428079
0.0027	0.430748
0.0028	0.43333
0.0029	0.435828
0.003	0.438248
0.0031	0.440591
0.0032	0.442862
0.0033	0.445063
0.0034	0.447198
0.0035	0.449269
0.0036	0.451278
0.0037	0.453229
0.0038	0.455123
0.0039	0.456962
0.004	0.458749
0.0041	0.460486
0.0042	0.462174
0.0043	0.463816
0.0044	0.465412
0.0045	0.466965
0.0046	0.468475
0.0047	0.469946
0.0048	0.471377
0.0049	0.47277
0.005	0.474127
0.0051	0.475448
0.0052	0.476736
0.0053	0.47799
0.0054	0.479212
0.0055	0.480403
0.0056	0.481564
0.0057	0.482697
0.0058	0.4838
0.0059	0.484877
0.006	0.485927
0.0061	0.486951
0.0062	0.487951
0.0063	0.488926
0.0064	0.489877
0.0065	0.490806
0.0066	0.491713
0.0067	0.492598
0.0068	0.493461
0.0069	0.494305
0.007	0.495129
0.0071	0.495933
0.0072	0.496718
0.0073	0.497486
0.0074	0.498235
0.0075	0.498967
0.0076	0.499682
0.0077	0.50038
0.0078	0.501063
0.0079	0.50173
0.008	0.502381
0.0081	0.503018
0.0082	0.50364
0.0083	0.504247
0.0084	0.504841
0.0085	0.505421
0.0086	0.505988
0.0087	0.506542
0.0088	0.507083
0.0089	0.507612
0.009	0.508129
0.0091	0.508634
0.0092	0.509127
0.0093	0.509608
0.0094	0.510079
0.0095	0.510538
0.0096	0.510987
0.0097	0.511425
0.0098	0.511852
0.0099	0.51227
0.01	0.512677
0.0101	0.513074
0.0102	0.513461
0.0103	0.513839
0.0104	0.514207
0.0105	0.514566
0.0106	0.514915
0.0107	0.515255
0.0108	0.515585
0.0109	0.515907
0.011	0.516219
0.0111	0.516522
0.0112	0.516815
0.0113	0.5171
0.0114	0.517375
0.0115	0.51764
0.0116	0.517896
0.0117	0.518142
0.0118	0.518377
0.0119	0.518602
0.012	0.518816
0.0121	0.519019
0.0122	0.519209
0.0123	0.519386
0.0124	0.519549
0.0125	0.519696
0.0126	0.519825
0.0127	0.519933
0.0128	0.520017
0.0129	0.520073
0.013	0.520097
0.0131	0.520087
0.0132	0.520053
0.0133	0.520015
0.0134	0.519988
0.0135	0.519972
0.0136	0.519963
0.0137	0.519958
0.0138	0.519956
0.0139	0.519954
0.014	0.519954
0.0141	0.519954
0.0142	0.519953
0.0143	0.519953
0.0144	0.519953
0.0145	0.519953
0.0146	0.519953
0.0147	0.519953
0.0148	0.519953
0.0149	0.519953
0.015	0.519953
0.0151	0.519953
0.0152	0.519953
0.0153	0.519953
0.0154	0.519953
0.0155	0.519953
0.0156	0.519953
0.0157	0.519953
0.0158	0.519953
0.0159	0.519953
0.016	0.519953
0.0161	0.519953
0.0162	0.519953
0.0163	0.519953
0.0164	0.519953
0.0165	0.519953
0.0166	0.519953
0.0167	0.519953
0.0168	0.519953
0.0169	0.519953
0.017	0.519953
0.0171	0.519953
0.0172	0.519953
0.0173	0.519953
0.0174	0.519953
0.0175	0.519953
0.0176	0.519953
0.0177	0.519953
0.0178	0.519953
0.0179	0.519953
0.018	0.519953
0.0181	0.519953
0.0182	0.519953
0.0183	0.519953
0.0184	0.519953
0.0185	0.519953
0.0186	0.519953
0.0187	0.519953
0.0188	0.519953
0.0189	0.519953
0.019	0.519953
0.0191	0.519953
0.0192	0.519953
0.0193	0.519953
0.0194	0.519953
0.0195	0.519953
0.0196	0.519953
0.0197	0.519953
0.0198	0.519953
0.0199	0.519953
0.02	0.519953
0.0201	0.519953
0.0202	0.519953
0.0203	0.519953
0.0204	0.519953
0.0205	0.519953
0.0206	0.519953
0.0207	0.519953
0.0208	0.519953
0.0209	0.519953
0.021	0.519953
0.0211	0.519953
0.0212	0.519953
0.0213	0.519953
0.0214	0.519953
0.0215	0.519953
0.0216	0.519953
0.0217	0.519953
0.0218	0.519953
0.0219	0.519953
0.022	0.519953
0.0221	0.519953
0.0222	0.519953
0.0223	0.519953
0.0224	0.519953
0.0225	0.519953
0.0226	0.519953
0.0227	0.519953
0.0228	0.519953
0.0229	0.519953
0.023	0.519953
0.0231	0.519953
0.0232	0.519953
0.0233	0.519953
0.0234	0.519953
0.0235	0.519953
0.0236	0.519953
0.0237	0.519953
0.0238	0.519953
0.0239	0.519953
0.024	0.519953
0.0241	0.519953
0.0242	0.519953
0.0243	0.519953
0.0244	0.519953
0.0245	0.519953
0.0246	0.519953
0.0247	0.519953
0.0248	0.519953
0.0249	0.519953
0.025	0.519953
0.0251	0.519953
0.0252	0.519953
0.0253	0.519953
0.0254	0.519953
0.0255	0.519953
0.0256	0.519953
0.0257	0.519953
0.0258	0.519953
0.0259	0.519953
0.026	0.519953
0.0261	0.519953
0.0262	0.519953
0.0263	0.519953
0.0264	0.519953
0.0265	0.519953
0.0266	0.519953
0.0267	0.519953
0.0268	0.519953
0.0269	0.519953
0.027	0.519953
0.0271	0.519953
0.0272	0.519953
0.0273	0.519953
0.0274	0.519953
0.0275	0.519953
0.0276	0.519953
0.0277	0.519953
0.0278	0.519953
0.0279	0.519953
0.028	0.519953
0.0281	0.519953
0.0282	0.519953
0.0283	0.519953
0.0284	0.519953
0.0285	0.519953
0.0286	0.519953
0.0287	0.519953
0.0288	0.519953
0.0289	0.519953
0.029	0.519953
0.0291	0.519953
0.0292	0.519953
0.0293	0.519953
0.0294	0.519953
0.0295	0.519953
0.0296	0.519953
0.0297	0.519953
